,TOT_REG_CD,ADM_NM,ADM_CD,211009_9시_총생활인구수,211009_13시_총생활인구수,211009_15시_총생활인구수,211012_9시_총생활인구수,211012_13시_총생활인구수,211012_15시_총생활인구수
266,1117056031101 ,구로5동,1117056,142.1845,215.8629,215.8629,218.8958,247.6785,238.7502
267,1117056031201 ,구로5동,1117056,909.2977,1257.9756,1257.9756,1143.1153,1251.6017,1214.7447
268,1117056031501 ,구로5동,1117056,10.5898,8.7008,8.7008,9.1543,5.2312,6.536
269,1117056031801 ,구로5동,1117056,368.9119,264.1602,264.1602,323.5903,318.5101,313.2174
270,1117061010006 ,고척1동,1117061,1225.8118,1780.7462,1780.7462,1598.4888,2009.5358,1927.4784
271,1117061010001 ,고척1동,1117061,1177.1513,729.1678,729.1678,843.7296,592.5026,538.3267
272,1117061010003 ,고척1동,1117061,755.9433,1360.8943,1360.8943,896.147,1059.3206,1086.7554
273,1117061010002 ,고척1동,1117061,449.5586,340.4263,340.4263,373.8525,345.7421,326.6713
274,1117061010005 ,고척1동,1117061,175.8852,88.7216,88.7216,127.3787,101.455,104.965
275,1117061010004 ,고척1동,1117061,75.8484,128.2173,128.2173,87.5562,96.5062,88.9758
276,1117061010007 ,고척1동,1117061,535.4555,253.7242,253.7242,356.4749,284.1262,269.5365
277,1117061010011 ,고척1동,1117061,3.2332,8.5171,8.5171,5.2118,6.1881,6.3274
278,1117061010010 ,고척1동,1117061,1093.5237,692.5068,692.5068,780.3456,580.0235,526.9308
279,1117061010009 ,고척1동,1117061,127.0477,44.3436,44.3436,107.3405,99.0997,84.0778
280,1117061010008 ,고척1동,1117061,1027.7035,1228.9745,1228.9745,971.4471,920.3782,1050.5551
281,1117061010101 ,고척1동,1117061,254.5244,101.7193,101.7193,172.4803,146.0841,141.1548
282,1117061010201 ,고척1동,1117061,3.2614,2.2697,2.2697,1.6196,1.1032,1.0084
283,1117061010301 ,고척1동,1117061,238.7657,121.146,121.146,156.7091,111.3501,112.0969
284,1117061010401 ,고척1동,1117061,110.559,47.2375,47.2375,68.1946,56.7103,63.6402
285,1117061010601 ,고척1동,1117061,162.2454,70.5772,70.5772,100.0857,75.0914,76.9209
286,1117061010602 ,고척1동,1117061,221.7858,189.1941,189.1941,153.3013,151.1264,177.998
287,1117061010701 ,고척1동,1117061,0.2776,0.1535,0.1535,0.6467,0.3351,0.1855
288,1117061010703 ,고척1동,1117061,0.3435,0.1321,0.1321,0.7501,0.3926,0.2171
289,1117061010702 ,고척1동,1117061,0.4836,0.1818,0.1818,1.0527,0.5525,0.3058
290,1117061010801 ,고척1동,1117061,187.4805,118.3789,118.3789,185.171,116.0906,91.534
291,1117061010802 ,고척1동,1117061,278.6153,46.8657,46.8657,163.8778,137.1001,130.254
292,1117061010901 ,고척1동,1117061,161.9942,74.0129,74.0129,103.9711,77.4444,78.9021
293,1117061020006 ,고척1동,1117061,394.6648,329.8081,329.8081,309.1512,263.8111,243.7631
294,1117061020004 ,고척1동,1117061,920.3395,1119.7587,1119.7587,969.2759,1026.0393,1018.8805
295,1117061020005 ,고척1동,1117061,1443.4767,1519.3332,1519.3332,1757.2253,2003.0495,1979.3024
296,1117061020002 ,고척1동,1117061,1501.843,2103.7124,2103.7124,1702.9358,1653.933,1748.8317
297,1117061020003 ,고척1동,1117061,265.129,340.8714,340.8714,320.89,306.5202,294.1011
298,1117061020001 ,고척1동,1117061,1490.3787,2251.5445,2251.5445,2009.7261,2381.2771,2276.3019
299,1117061020101 ,고척1동,1117061,228.5325,96.0595,96.0595,170.3633,143.7367,137.7209
300,1117061020201 ,고척1동,1117061,292.6965,47.5361,47.5361,177.9786,120.9757,104.3248
301,1117061020202 ,고척1동,1117061,297.4514,15.5069,15.5069,161.7038,110.4581,95.3853
302,1117061020203 ,고척1동,1117061,17.1786,5.5859,5.5859,12.0803,8.1608,7.4975
303,1117061020401 ,고척1동,1117061,1344.4032,803.2066,803.2066,980.0749,1007.5046,940.1322
304,1117061020502 ,고척1동,1117061,545.9457,242.8879,242.8879,301.225,230.1059,214.0875
305,1117061020503 ,고척1동,1117061,0.2716,0.9529,0.9529,1.9884,0.1258,0.1234
306,1117061020501 ,고척1동,1117061,112.7604,16.9435,16.9435,53.604,35.8944,35.0799
307,1117061020601 ,고척1동,1117061,177.3325,94.2584,94.2584,127.3843,105.6353,101.5477
308,1117061020602 ,고척1동,1117061,337.088,157.5795,157.5795,233.6091,196.4534,189.4295
309,1117061020702 ,고척1동,1117061,439.6224,191.3697,191.3697,308.8694,267.6554,257.9039
310,1117061020703 ,고척1동,1117061,371.4486,136.8844,136.8844,253.2202,222.4939,214.677
311,1117061020701 ,고척1동,1117061,479.3869,232.4369,232.4369,344.393,295.6391,284.7598
312,1117061020704 ,고척1동,1117061,303.6905,139.7246,139.7246,215.8396,186.4636,179.7386
313,1117061030001 ,고척1동,1117061,867.5398,1460.1081,1460.1081,1468.3134,1682.8403,1963.7367
314,1117061030105 ,고척1동,1117061,705.0318,111.2936,111.2936,472.6553,366.5141,310.5393
315,1117061030104 ,고척1동,1117061,28.8676,41.8617,41.8617,31.128,28.4137,31.3576
316,1117061030103 ,고척1동,1117061,816.5593,432.4866,432.4866,616.3088,437.1375,438.8703
317,1117061030102 ,고척1동,1117061,14.4472,81.1945,81.1945,26.5376,26.9857,31.1763
318,1117061030101 ,고척1동,1117061,83.3824,29.7406,29.7406,59.118,45.9339,39.6497
319,1117062010011 ,고척2동,1117062,181.6148,197.461,197.461,145.5538,126.0151,123.3591
320,1117062010010 ,고척2동,1117062,,,,0.4386,0.063,0.6625
321,1117062010012 ,고척2동,1117062,401.3176,369.0401,369.0401,335.182,335.4925,313.5877
322,1117062010001 ,고척2동,1117062,721.1403,544.3396,544.3396,573.3816,494.8752,469.7938
323,1117062010005 ,고척2동,1117062,0.0043,0.0739,0.0739,1.0284,0.9921,1.0647
324,1117062010003 ,고척2동,1117062,0.0194,5.3582,5.3582,0.4155,0.4864,2.0438
325,1117062010002 ,고척2동,1117062,1609.3735,1649.5987,1649.5987,1747.432,1730.2032,1631.486
326,1117062010006 ,고척2동,1117062,584.3419,519.5278,519.5278,496.9753,461.6418,439.1141
327,1117062010004 ,고척2동,1117062,1422.143,1285.5993,1285.5993,1376.7202,1237.1561,1188.02
328,1117062010009 ,고척2동,1117062,1.5599,,,0.9453,1.5639,1.7568
329,1117062010008 ,고척2동,1117062,145.2993,68.3078,68.3078,89.0973,63.8224,65.0883
330,1117062010007 ,고척2동,1117062,432.7527,485.0029,485.0029,490.1951,487.2854,520.199
331,1117062010101 ,고척2동,1117062,141.5081,31.8471,31.8471,96.9626,76.6865,74.9759
332,1117062010201 ,고척2동,1117062,249.3142,124.7932,124.7932,172.764,141.2759,141.022
333,1117062010306 ,고척2동,1117062,155.8152,38.1425,38.1425,90.2184,69.4534,55.8018
334,1117062010301 ,고척2동,1117062,150.8713,57.529,57.529,92.4969,71.3175,58.078
335,1117062010303 ,고척2동,1117062,143.5317,62.3638,62.3638,87.8949,73.9268,73.4679
336,1117062010302 ,고척2동,1117062,190.7929,148.3093,148.3093,155.0668,117.1652,116.6589
337,1117062010305 ,고척2동,1117062,191.4,127.9094,127.9094,123.9185,134.0339,94.1697
338,1117062010304 ,고척2동,1117062,167.0128,81.7172,81.7172,121.1774,110.5037,96.4408
339,1117062010501 ,고척2동,1117062,476.7161,212.8273,212.8273,304.6006,216.394,213.0958
340,1117062010801 ,고척2동,1117062,670.644,315.0411,315.0411,511.2227,399.2675,373.4827
341,1117062010901 ,고척2동,1117062,1023.0526,338.8874,338.8874,601.9056,361.0332,356.8858
342,1117062011001 ,고척2동,1117062,323.0562,118.025,118.025,191.114,120.3494,114.6019
343,1117062020006 ,고척2동,1117062,346.5654,314.2357,314.2357,300.0802,228.8298,237.82
344,1117062020007 ,고척2동,1117062,672.278,1066.6567,1066.6567,664.4846,862.5973,876.7897
345,1117062020004 ,고척2동,1117062,200.1638,194.9053,194.9053,189.982,144.432,118.6598
346,1117062020005 ,고척2동,1117062,184.4466,108.0118,108.0118,141.769,100.7883,104.6363
347,1117062020002 ,고척2동,1117062,315.1946,239.3446,239.3446,260.9844,199.2022,207.0908
348,1117062020003 ,고척2동,1117062,279.2394,240.6508,240.6508,243.0392,211.2515,174.4364
349,1117062020010 ,고척2동,1117062,486.8976,475.537,475.537,518.6732,476.7296,408.284
350,1117062020001 ,고척2동,1117062,198.1824,350.0883,350.0883,269.8617,303.5884,288.0822
351,1117062020018 ,고척2동,1117062,351.3837,357.2039,357.2039,321.472,265.3444,275.7212
352,1117062020008 ,고척2동,1117062,160.8346,229.3211,229.3211,190.4671,182.2926,181.0267
353,1117062020009 ,고척2동,1117062,8.1905,8.9309,8.9309,7.089,5.1299,5.1775
354,1117062020019 ,고척2동,1117062,162.3897,191.0755,191.0755,130.6013,140.3744,153.1164
355,1117062020016 ,고척2동,1117062,505.975,357.2992,357.2992,399.9158,338.74,348.6085
356,1117062020017 ,고척2동,1117062,277.9742,129.1847,129.1847,174.8964,129.8363,120.9693
357,1117062020014 ,고척2동,1117062,174.1523,125.7278,125.7278,150.2296,121.5095,100.4889
358,1117062020015 ,고척2동,1117062,282.5201,195.1344,195.1344,241.4983,188.677,155.491
359,1117062020012 ,고척2동,1117062,441.5253,242.2941,242.2941,352.3286,268.0231,228.5533
360,1117062020020 ,고척2동,1117062,1089.0087,856.4504,856.4504,796.1289,715.7167,665.9743
361,1117062020013 ,고척2동,1117062,70.4822,55.4196,55.4196,58.4398,45.8002,47.4963
362,1117062020011 ,고척2동,1117062,662.7887,921.8653,921.8653,947.3554,947.8527,941.2193
363,1117062020304 ,고척2동,1117062,,,,0.8893,2.6924,
364,1117062020302 ,고척2동,1117062,,,,0.1197,0.5425,0.2351
365,1117062020303 ,고척2동,1117062,41.1431,57.675,57.675,51.3512,44.2472,45.3103
366,1117062020301 ,고척2동,1117062,,,,0.2867,0.7163,
367,1117062020401 ,고척2동,1117062,381.1369,129.7957,129.7957,327.9943,225.3522,234.999
368,1117062020402 ,고척2동,1117062,606.7016,295.0629,295.0629,558.2317,342.6215,453.6243
369,1117062020501 ,고척2동,1117062,415.1153,245.3707,245.3707,307.1073,252.4743,238.9538
370,1117062020601 ,고척2동,1117062,241.5125,159.5713,159.5713,187.699,139.974,139.6755
371,1117062020702 ,고척2동,1117062,109.3429,67.0825,67.0825,87.9192,61.4415,61.8429
372,1117062020701 ,고척2동,1117062,,,,,,
373,1117064010001 ,개봉2동,1117064,233.5968,131.7561,131.7561,150.4779,117.0336,115.5645
374,1117064010003 ,개봉2동,1117064,559.4006,356.1666,356.1666,390.7541,334.62,298.3414
375,1117064010002 ,개봉2동,1117064,469.5212,362.7345,362.7345,348.9336,305.6968,269.5454
376,1117064010005 ,개봉2동,1117064,326.7709,188.1004,188.1004,212.2123,161.0662,167.226
377,1117064010004 ,개봉2동,1117064,285.1915,202.169,202.169,207.2477,181.5607,200.0546
378,1117064010007 ,개봉2동,1117064,383.758,231.9086,231.9086,255.998,208.4593,217.655
379,1117064010006 ,개봉2동,1117064,406.5856,426.4078,426.4078,325.384,304.0923,291.6139
380,1117064010019 ,개봉2동,1117064,286.4973,382.1444,382.1444,257.4666,255.5644,226.8076
381,1117064010018 ,개봉2동,1117064,415.0045,365.2753,365.2753,284.9703,245.8296,256.1625
382,1117064010011 ,개봉2동,1117064,377.1382,401.7946,401.7946,354.4541,356.8526,385.6968
383,1117064010010 ,개봉2동,1117064,10.2312,10.8428,10.8428,8.6339,7.2783,6.5249
384,1117064010013 ,개봉2동,1117064,372.2709,261.7356,261.7356,269.0713,231.9078,217.067
385,1117064010012 ,개봉2동,1117064,415.9708,287.8818,287.8818,318.3412,259.2709,277.4838
386,1117064010015 ,개봉2동,1117064,931.4239,907.9284,907.9284,675.24,651.8247,572.1227
387,1117064010014 ,개봉2동,1117064,270.6306,151.6885,151.6885,182.6303,145.6404,146.3034
388,1117064010017 ,개봉2동,1117064,323.7737,231.6993,231.6993,230.4731,179.6801,206.5986
389,1117064010016 ,개봉2동,1117064,460.4767,313.165,313.165,318.7145,297.2659,244.9303
390,1117064010021 ,개봉2동,1117064,1103.0954,1449.1216,1449.1216,1036.3553,1162.3031,1170.88
391,1117064010020 ,개봉2동,1117064,287.7667,104.3113,104.3113,164.6482,111.3327,105.8571
392,1117064010023 ,개봉2동,1117064,761.5946,845.936,845.936,781.4049,764.7806,788.3625
393,1117064010022 ,개봉2동,1117064,445.6979,433.1036,433.1036,333.5766,303.6276,295.4763
394,1117064010025 ,개봉2동,1117064,238.4498,172.8821,172.8821,173.7265,142.5575,149.1967
395,1117064010024 ,개봉2동,1117064,424.2191,303.3239,303.3239,294.7188,253.6805,226.3671
396,1117064010027 ,개봉2동,1117064,458.839,305.4501,305.4501,323.5519,286.6892,247.9895
397,1117064010026 ,개봉2동,1117064,422.8999,355.1254,355.1254,310.6709,278.3021,290.4108
398,1117064010009 ,개봉2동,1117064,68.0041,72.6191,72.6191,57.3455,45.2844,56.9029
399,1117064010008 ,개봉2동,1117064,382.2951,318.5702,318.5702,294.0371,260.7667,237.8216
400,1117064011102 ,개봉2동,1117064,106.3446,36.9942,36.9942,68.25,57.6918,69.8021
401,1117064011104 ,개봉2동,1117064,56.2423,31.7001,31.7001,29.0252,16.8115,16.4416
402,1117064011101 ,개봉2동,1117064,,,,0.5122,0.4996,0.4986
403,1117064011103 ,개봉2동,1117064,210.9682,63.5957,63.5957,131.7578,110.937,133.8999
404,1117064011201 ,개봉2동,1117064,586.0952,242.7708,242.7708,410.8522,390.0256,354.9458
405,1117064011202 ,개봉2동,1117064,750.7867,496.442,496.442,572.2208,531.4847,482.1092
406,1117064020004 ,개봉2동,1117064,706.2288,847.165,847.165,661.2527,628.4947,658.0257
407,1117064020002 ,개봉2동,1117064,1056.1947,1124.697,1124.697,1082.4631,1018.141,1150.2973
408,1117064020001 ,개봉2동,1117064,1930.0788,4124.3764,4124.3764,2462.9151,2699.3792,2916.2813
409,1117064020104 ,개봉2동,1117064,138.6267,71.6165,71.6165,86.2915,70.1767,73.5916
410,1117064020102 ,개봉2동,1117064,305.0876,75.01,75.01,169.4272,103.4836,108.8961
411,1117064020103 ,개봉2동,1117064,180.4731,107.2324,107.2324,115.0462,94.738,99.6162
412,1117064020101 ,개봉2동,1117064,363.1936,87.7605,87.7605,201.2539,123.5821,130.3978
413,1117064020214 ,개봉2동,1117064,141.9187,38.0489,38.0489,81.8715,53.9719,56.8391
414,1117064020206 ,개봉2동,1117064,,,,,,
415,1117064020207 ,개봉2동,1117064,318.314,112.484,112.484,221.0156,175.3392,189.9751
416,1117064020204 ,개봉2동,1117064,56.413,13.5955,13.5955,31.9889,21.1374,22.27
417,1117064020205 ,개봉2동,1117064,429.0651,219.7984,219.7984,313.7089,328.5681,385.8
418,1117064020202 ,개봉2동,1117064,0.0107,0.0279,0.0279,0.0122,0.0122,0.0143
419,1117064020203 ,개봉2동,1117064,,,,,,
420,1117064020210 ,개봉2동,1117064,291.4911,128.9311,128.9311,214.7784,180.6508,198.1198
421,1117064020212 ,개봉2동,1117064,255.7061,89.4506,89.4506,171.8159,141.3392,162.7305
422,1117064020213 ,개봉2동,1117064,338.9722,89.9626,89.9626,194.393,136.3102,142.1742
423,1117064020211 ,개봉2동,1117064,371.949,104.207,104.207,259.6079,215.6555,235.1538
424,1117064020208 ,개봉2동,1117064,235.8725,72.0904,72.0904,166.2798,137.9318,150.3636
425,1117064020209 ,개봉2동,1117064,243.0647,136.9608,136.9608,179.9129,191.3004,225.6995
426,1117064020303 ,개봉2동,1117064,60.4167,59.6909,59.6909,44.3078,38.3402,39.9956
427,1117064020301 ,개봉2동,1117064,406.3325,260.2678,260.2678,272.1219,242.9006,257.949
428,1117064020304 ,개봉2동,1117064,327.7804,235.1253,235.1253,223.9196,197.8706,207.6021
429,1117064020305 ,개봉2동,1117064,318.5696,125.9065,125.9065,197.8018,176.1628,184.6861
430,1117064020302 ,개봉2동,1117064,220.8611,115.2115,115.2115,142.3797,125.6827,131.5026
431,1117064020501 ,개봉2동,1117064,1185.186,721.2982,721.2982,872.3141,626.8926,700.6824
432,1117064020602 ,개봉2동,1117064,192.5844,39.8397,39.8397,128.4871,94.3147,97.2188
433,1117064020601 ,개봉2동,1117064,508.6532,615.5527,615.5527,440.7019,483.3187,748.6269
434,1117065010001 ,개봉3동,1117065,1646.4071,2126.1987,2126.1987,2275.043,2563.9995,2603.0008
435,1117065010003 ,개봉3동,1117065,1195.0283,913.6908,913.6908,481.3099,382.6067,396.6332
436,1117065010002 ,개봉3동,1117065,718.2441,622.8275,622.8275,487.311,411.1233,433.2207
437,1117065010005 ,개봉3동,1117065,429.0066,283.5271,283.5271,319.5295,250.0527,262.8728
438,1117065010004 ,개봉3동,1117065,332.8176,306.6921,306.6921,284.2075,259.3498,270.0338
439,1117065020001 ,개봉3동,1117065,481.3078,265.9279,265.9279,361.5483,279.892,293.1717
440,1117065020006 ,개봉3동,1117065,11.2738,13.8216,13.8216,15.0892,20.8894,23.6904
441,1117065020007 ,개봉3동,1117065,2277.6356,2058.9236,2058.9236,2231.4324,1920.3695,1758.4781
442,1117065020016 ,개봉3동,1117065,1.324,0.4696,0.4696,,,
443,1117065020017 ,개봉3동,1117065,56.8196,59.0164,59.0164,48.3515,56.8625,54.9136
444,1117065020014 ,개봉3동,1117065,327.9718,227.4769,227.4769,275.6056,266.422,293.2307
445,1117065020015 ,개봉3동,1117065,208.7823,101.6767,101.6767,157.1128,141.0162,154.6801
446,1117065020012 ,개봉3동,1117065,81.7294,57.8473,57.8473,81.4052,65.6765,65.0908
447,1117065020013 ,개봉3동,1117065,260.9873,187.5668,187.5668,201.7059,147.1888,161.6188
448,1117065020010 ,개봉3동,1117065,683.4034,808.2309,808.2309,554.4783,620.6956,600.4244
449,1117065020011 ,개봉3동,1117065,496.4874,695.1487,695.1487,479.9844,503.8458,547.7908
450,1117065020008 ,개봉3동,1117065,225.6409,198.3231,198.3231,177.8592,113.2492,115.1553
451,1117065020009 ,개봉3동,1117065,593.3382,388.8319,388.8319,435.8281,352.1276,387.4138
452,1117065020018 ,개봉3동,1117065,413.3092,636.6378,636.6378,430.5803,557.6721,590.2034
453,1117065020019 ,개봉3동,1117065,296.1069,268.4659,268.4659,262.9615,262.6004,290.9418
454,1117065020022 ,개봉3동,1117065,268.2187,205.0551,205.0551,256.038,228.013,226.3402
455,1117065020021 ,개봉3동,1117065,348.8597,215.117,215.117,293.6606,265.499,279.699
456,1117065020020 ,개봉3동,1117065,238.7845,166.6798,166.6798,222.6619,185.6187,183.9706
457,1117065020004 ,개봉3동,1117065,1372.2165,1534.1177,1534.1177,1159.837,1005.132,1001.9231
458,1117065020005 ,개봉3동,1117065,631.4936,414.8499,414.8499,560.4352,444.3357,388.8359
459,1117065020002 ,개봉3동,1117065,344.3309,344.7407,344.7407,319.3912,288.505,273.3852
460,1117065020003 ,개봉3동,1117065,98.6576,67.5767,67.5767,67.8067,74.1155,71.4462
461,1117065020109 ,개봉3동,1117065,0.2949,0.082,0.082,,,
462,1117065020106 ,개봉3동,1117065,210.7232,171.0058,171.0058,177.5925,165.677,165.1811
463,1117065020107 ,개봉3동,1117065,0.7451,0.4387,0.4387,,,
464,1117065020104 ,개봉3동,1117065,230.4111,119.7606,119.7606,183.2282,172.3934,172.1383
465,1117065020105 ,개봉3동,1117065,24.6387,33.2927,33.2927,25.9237,17.5638,15.344
466,1117065020102 ,개봉3동,1117065,500.5417,120.6827,120.6827,290.8292,189.7662,190.9317
467,1117065020103 ,개봉3동,1117065,212.7894,134.4175,134.4175,173.111,162.4632,162.1816
468,1117065020101 ,개봉3동,1117065,283.7606,236.8563,236.8563,236.1106,214.5251,213.7998
469,1117065020108 ,개봉3동,1117065,437.2508,153.0738,153.0738,273.4172,237.8514,231.4959
470,1117065020201 ,개봉3동,1117065,508.5305,407.4441,407.4441,413.2606,366.3051,355.619
471,1117065020401 ,개봉3동,1117065,,,,,,
472,1117065020501 ,개봉3동,1117065,0.8799,2.0281,2.0281,0.827,0.4699,0.474
473,1117065020601 ,개봉3동,1117065,161.3106,167.8999,167.8999,151.7589,100.2595,137.2523
474,1117067010008 ,오류1동,1117067,233.8473,269.0929,269.0929,228.6256,187.5294,184.7267
475,1117067010001 ,오류1동,1117067,455.5497,406.2078,406.2078,383.4552,359.3108,363.069
476,1117067010003 ,오류1동,1117067,338.2624,350.0008,350.0008,362.5666,387.0292,332.1348
477,1117067010002 ,오류1동,1117067,1057.1155,1400.3835,1400.3835,836.8451,962.0237,991.9009
478,1117067010005 ,오류1동,1117067,677.2761,793.0833,793.0833,607.2589,602.8653,681.7536
479,1117067010004 ,오류1동,1117067,207.5863,249.8309,249.8309,197.4528,212.1529,204.5406
480,1117067010007 ,오류1동,1117067,638.393,656.2531,656.2531,535.8819,485.29,547.9106
481,1117067010006 ,오류1동,1117067,313.0486,383.2279,383.2279,289.3325,314.0175,348.6464
482,1117067010010 ,오류1동,1117067,392.1945,294.09,294.09,320.696,257.2865,264.6233
483,1117067010009 ,오류1동,1117067,174.9663,138.0565,138.0565,147.2167,134.9147,115.5442
484,1117067010301 ,오류1동,1117067,360.1858,287.0631,287.0631,319.7763,252.5129,285.0644
485,1117067010302 ,오류1동,1117067,116.2239,100.226,100.226,109.0571,78.0663,81.8096
486,1117067020006 ,오류1동,1117067,570.7619,638.3579,638.3579,509.2046,482.1956,525.9762
487,1117067020007 ,오류1동,1117067,397.6425,449.7177,449.7177,326.3104,323.369,338.5442
488,1117067020004 ,오류1동,1117067,82.3846,68.2565,68.2565,68.3305,55.0651,61.944
489,1117067020005 ,오류1동,1117067,445.4225,309.4293,309.4293,276.9532,225.3754,211.4235
490,1117067020002 ,오류1동,1117067,364.2036,199.4251,199.4251,252.3925,214.805,232.5716
491,1117067020003 ,오류1동,1117067,1008.5745,862.2022,862.2022,866.2564,690.9057,801.6486
492,1117067020001 ,오류1동,1117067,556.3267,543.3526,543.3526,514.0133,495.8671,524.6724
493,1117067020010 ,오류1동,1117067,145.1568,79.6761,79.6761,86.0849,53.0497,46.8828
494,1117067020008 ,오류1동,1117067,280.815,156.7257,156.7257,210.589,187.2171,212.2669
495,1117067020009 ,오류1동,1117067,0.4307,2.1001,2.1001,1.502,1.4677,1.5001
496,1117067020304 ,오류1동,1117067,163.3227,104.3885,104.3885,146.4031,110.1279,115.5589
497,1117067020305 ,오류1동,1117067,139.7977,78.7134,78.7134,122.888,92.8808,97.5563
498,1117067020302 ,오류1동,1117067,135.1488,97.3004,97.3004,123.6654,92.7007,97.2295
499,1117067020303 ,오류1동,1117067,167.3537,76.87,76.87,143.0385,108.2922,113.6681
500,1117067020301 ,오류1동,1117067,331.9334,326.3833,326.3833,352.4981,248.9354,284.6143
501,1117067020306 ,오류1동,1117067,51.6938,15.6412,15.6412,42.7864,32.814,34.4579
502,1117067020501 ,오류1동,1117067,447.7918,231.8268,231.8268,332.5728,257.3363,287.4108
503,1117067030005 ,오류1동,1117067,1058.3287,1974.8292,1974.8292,1396.511,1591.9671,1628.5195
504,1117067030004 ,오류1동,1117067,126.8326,51.1473,51.1473,87.4002,92.6319,93.7991
505,1117067030003 ,오류1동,1117067,1207.6815,1122.8139,1122.8139,1072.6575,1143.4917,1214.1001
506,1117067030002 ,오류1동,1117067,20.3594,3.7955,3.7955,10.4244,8.4142,7.8207
507,1117067030001 ,오류1동,1117067,558.9975,876.474,876.474,893.2004,905.3856,1063.5346
508,1117067030301 ,오류1동,1117067,526.0184,157.4144,157.4144,287.6752,226.0802,218.1084
509,1117067030403 ,오류1동,1117067,159.8861,104.3469,104.3469,107.8119,97.7005,98.9517
510,1117067030402 ,오류1동,1117067,98.1065,40.1906,40.1906,55.929,45.2784,45.9301
511,1117067030401 ,오류1동,1117067,135.1623,77.6994,77.6994,95.8329,95.6425,96.7695
512,1117067030501 ,오류1동,1117067,75.2196,39.342,39.342,52.9337,36.8048,42.5245
513,1117067030801 ,오류1동,1117067,218.0718,103.4415,103.4415,181.061,174.925,180.0608
514,1117068010001 ,오류2동,1117068,351.2595,363.2346,363.2346,360.0346,345.2011,355.1759
515,1117068010002 ,오류2동,1117068,666.4248,712.2872,712.2872,715.5785,621.0391,776.0963
516,1117068020009 ,오류2동,1117068,942.4145,1008.5005,1008.5005,854.5863,925.5551,1082.5081
517,1117068020011 ,오류2동,1117068,915.5154,1599.4132,1599.4132,994.9329,1107.1536,1271.3478
518,1117068020016 ,오류2동,1117068,604.2791,445.4359,445.4359,650.6061,579.4434,523.3613
519,1117068020017 ,오류2동,1117068,389.3757,242.5295,242.5295,200.6467,128.5473,121.7956
520,1117068020014 ,오류2동,1117068,383.9125,221.1013,221.1013,182.9374,104.3699,98.487
521,1117068020015 ,오류2동,1117068,367.2862,249.9064,249.9064,267.298,283.7933,271.7133
522,1117068020012 ,오류2동,1117068,1206.5893,1095.3575,1095.3575,843.7258,675.8654,720.4729
523,1117068020013 ,오류2동,1117068,658.9044,608.3688,608.3688,527.0031,636.6423,596.8565
524,1117068020010 ,오류2동,1117068,1489.8228,2074.0156,2074.0156,2246.9881,2230.2282,1814.0927
525,1117068020006 ,오류2동,1117068,1219.2713,1398.0912,1398.0912,1051.2528,1094.9853,1184.8616
526,1117068020007 ,오류2동,1117068,1650.7004,2347.1875,2347.1875,2202.8047,2093.8257,2433.108
527,1117068020004 ,오류2동,1117068,1081.8554,1594.4797,1594.4797,1004.1977,929.8334,1168.5753
528,1117068020005 ,오류2동,1117068,0.4333,0.2567,0.2567,0.4231,0.6859,1.7551
529,1117068020002 ,오류2동,1117068,411.6614,307.3449,307.3449,270.1517,270.9778,259.0938
530,1117068020003 ,오류2동,1117068,175.4597,88.3855,88.3855,72.1567,46.0082,48.6565
531,1117068020001 ,오류2동,1117068,1686.8764,2198.1057,2198.1057,1999.3532,1948.5806,2004.4196
532,1117068020008 ,오류2동,1117068,231.9483,177.7549,177.7549,154.0273,117.3182,127.1671
